epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.2063063085079193,2.581106185913086,0.5161290168762207,1.7233620882034302,0.0010000000474974513
2,0.48738738894462585,1.4933100938796997,0.6451612710952759,1.0489897727966309,0.0010000000474974513
3,0.6360360383987427,0.9714617133140564,0.6774193644523621,0.774684488773346,0.0010000000474974513
4,0.6882882714271545,0.8199746012687683,0.7419354915618896,0.6318377256393433,0.0010000000474974513
5,0.7243243455886841,0.7797175645828247,0.7419354915618896,0.5369886755943298,0.0010000000474974513
6,0.7468468546867371,0.674656093120575,0.7096773982048035,0.7097813487052917,0.0010000000474974513
7,0.7630630731582642,0.614499032497406,0.7419354915618896,0.5162925720214844,0.0010000000474974513
8,0.800000011920929,0.4932962954044342,0.774193525314331,0.355701208114624,0.0010000000474974513
9,0.8027027249336243,0.478423148393631,0.8064516186714172,0.3285009562969208,0.0010000000474974513
10,0.8333333134651184,0.38933077454566956,0.8064516186714172,0.2895664870738983,0.0010000000474974513
11,0.8405405282974243,0.3565090596675873,0.8064516186714172,0.4633451998233795,0.0010000000474974513
12,0.8513513803482056,0.3644971251487732,0.7419354915618896,0.5540497899055481,0.0010000000474974513
13,0.8054053783416748,0.5017324686050415,0.8064516186714172,0.40636855363845825,0.0010000000474974513
14,0.8675675392150879,0.33216166496276855,0.8064516186714172,0.24749544262886047,0.0010000000474974513
15,0.8864864706993103,0.29177507758140564,0.7419354915618896,0.38330236077308655,0.0010000000474974513
16,0.8873873949050903,0.2645619511604309,0.8387096524238586,0.2760673463344574,0.0010000000474974513
17,0.8774774670600891,0.3238380253314972,0.7419354915618896,0.5153589248657227,0.0010000000474974513
18,0.8666666746139526,0.329059362411499,0.8387096524238586,0.4673570990562439,0.0010000000474974513
19,0.8972973227500916,0.24822330474853516,0.8709677457809448,0.21153821051120758,0.0010000000474974513
20,0.8828828930854797,0.2896006107330322,0.774193525314331,0.42470720410346985,0.0010000000474974513
21,0.885585606098175,0.271517276763916,0.9354838728904724,0.16764923930168152,0.0010000000474974513
22,0.9171171188354492,0.206291064620018,0.8064516186714172,0.23801040649414062,0.0010000000474974513
23,0.8981981873512268,0.263728529214859,0.774193525314331,0.5920917391777039,0.0010000000474974513
24,0.8963963985443115,0.2889043092727661,0.9032257795333862,0.21976949274539948,0.0010000000474974513
25,0.9090089797973633,0.21417871117591858,0.9032257795333862,0.24130044877529144,0.0010000000474974513
26,0.9216216206550598,0.2019202709197998,0.8709677457809448,0.24736371636390686,0.0010000000474974513
27,0.9432432651519775,0.1350124329328537,0.9032257795333862,0.17679135501384735,0.0005000000237487257
28,0.9504504799842834,0.10988328605890274,0.9032257795333862,0.16229131817817688,0.0005000000237487257
29,0.9504504799842834,0.10415467619895935,0.8709677457809448,0.143621563911438,0.0005000000237487257
30,0.9639639854431152,0.09377241134643555,0.9032257795333862,0.153798907995224,0.0005000000237487257
31,0.954954981803894,0.10783794522285461,0.9032257795333862,0.167138934135437,0.0005000000237487257
32,0.953153133392334,0.12660565972328186,0.9032257795333862,0.2220529466867447,0.0005000000237487257
33,0.9459459185600281,0.1376812756061554,0.9354838728904724,0.2609712779521942,0.0005000000237487257
34,0.9675675630569458,0.10292104631662369,0.9354838728904724,0.096095509827137,0.0005000000237487257
35,0.9612612724304199,0.09953587502241135,1.0,0.04745132476091385,0.0005000000237487257
36,0.9648648500442505,0.10347271710634232,0.9354838728904724,0.1858716905117035,0.0005000000237487257
37,0.977477490901947,0.0746539756655693,0.9677419066429138,0.13345028460025787,0.0005000000237487257
38,0.977477490901947,0.061430055648088455,0.9677419066429138,0.10840152949094772,0.0005000000237487257
39,0.9666666388511658,0.09631277620792389,0.9354838728904724,0.173442542552948,0.0005000000237487257
40,0.9594594836235046,0.13347020745277405,0.9032257795333862,0.19733169674873352,0.0005000000237487257
41,0.9801802039146423,0.061651866883039474,0.9677419066429138,0.04807048290967941,0.0002500000118743628
42,0.9864864945411682,0.046300359070301056,0.9354838728904724,0.08959752321243286,0.0002500000118743628
43,0.9900900721549988,0.035005055367946625,0.9677419066429138,0.12150181829929352,0.0002500000118743628
44,0.9837837815284729,0.04192019999027252,0.9677419066429138,0.09588676691055298,0.0002500000118743628
45,0.9918919205665588,0.03346503525972366,0.9354838728904724,0.17900298535823822,0.0002500000118743628
46,0.9918919205665588,0.02715352177619934,0.9677419066429138,0.07614115625619888,0.0001250000059371814
47,0.9882882833480835,0.03398265317082405,0.9677419066429138,0.10242878645658493,0.0001250000059371814
48,0.9945945739746094,0.023792611435055733,0.9677419066429138,0.09056568890810013,0.0001250000059371814
49,0.9927927851676941,0.02873571589589119,0.9677419066429138,0.09467555582523346,0.0001250000059371814
50,0.9936937093734741,0.025204405188560486,0.9677419066429138,0.062004219740629196,0.0001250000059371814
